Entity,Code,Year,Mismanaged plastic waste (tonnes),Coastal population,Total population (Gapminder)
Afghanistan,AFG,1800,,,3280000.0
Afghanistan,AFG,1820,,,3280000.0
Afghanistan,AFG,1870,,,4207000.0
Afghanistan,AFG,1913,,,5730000.0
Afghanistan,AFG,1950,,,8151455.0
Afghanistan,AFG,1951,,,8276820.0
Afghanistan,AFG,1952,,,8407148.0
Afghanistan,AFG,1953,,,8542906.0
Afghanistan,AFG,1954,,,8684494.0
Afghanistan,AFG,1955,,,8832253.0
Afghanistan,AFG,1956,,,8986449.0
Afghanistan,AFG,1957,,,9147286.0
Afghanistan,AFG,1958,,,9314915.0
Afghanistan,AFG,1959,,,9489453.0
Afghanistan,AFG,1960,,,9671046.0
Afghanistan,AFG,1961,,,9859928.0
Afghanistan,AFG,1962,,,10056480.0
Afghanistan,AFG,1963,,,10261254.0
Afghanistan,AFG,1964,,,10474903.0
Afghanistan,AFG,1965,,,10697983.0
Afghanistan,AFG,1966,,,10927724.0
Afghanistan,AFG,1967,,,11163656.0
Afghanistan,AFG,1968,,,11411022.0
Afghanistan,AFG,1969,,,11676990.0
Afghanistan,AFG,1970,,,11964906.0
Afghanistan,AFG,1971,,,12273101.0
Afghanistan,AFG,1972,,,12593688.0
Afghanistan,AFG,1973,,,12915499.0
Afghanistan,AFG,1974,,,13223928.0
Afghanistan,AFG,1975,,,13505544.0
Afghanistan,AFG,1976,,,13766792.0
Afghanistan,AFG,1977,,,14003408.0
Afghanistan,AFG,1978,,,14179656.0
Afghanistan,AFG,1979,,,14249493.0
Afghanistan,AFG,1980,,,14185729.0
Afghanistan,AFG,1981,,,13984092.0
Afghanistan,AFG,1982,,,13672870.0
Afghanistan,AFG,1983,,,13300056.0
Afghanistan,AFG,1984,,,12931791.0
Afghanistan,AFG,1985,,,12625292.0
Afghanistan,AFG,1986,,,12372113.0
Afghanistan,AFG,1987,,,12183387.0
Afghanistan,AFG,1988,,,12156685.0
Afghanistan,AFG,1989,,,12414686.0
Afghanistan,AFG,1990,,,13032161.0
Afghanistan,AFG,1991,,,14069854.0
Afghanistan,AFG,1992,,,15472076.0
Afghanistan,AFG,1993,,,17053213.0
Afghanistan,AFG,1994,,,18553819.0
Afghanistan,AFG,1995,,,19789880.0
Afghanistan,AFG,1996,,,20684982.0
Afghanistan,AFG,1997,,,21299350.0
Afghanistan,AFG,1998,,,21752257.0
Afghanistan,AFG,1999,,,22227543.0
Afghanistan,AFG,2000,,,22856302.0
Afghanistan,AFG,2001,,,23677385.0
Afghanistan,AFG,2002,,,24639841.0
Afghanistan,AFG,2003,,,25678639.0
Afghanistan,AFG,2004,,,26693486.0
Afghanistan,AFG,2005,,,27614718.0
Afghanistan,AFG,2006,,,28420974.0
Afghanistan,AFG,2007,,,29145841.0
Afghanistan,AFG,2008,,,29839994.0
Afghanistan,AFG,2009,,,30577756.0
Afghanistan,AFG,2010,,,31411743.0
Afghanistan,AFG,2011,,,32358260.0
Afghanistan,AFG,2012,,,33397058.0
Afghanistan,AFG,2013,,,34499915.0
Albania,ALB,1700,,,300000.0
Albania,ALB,1800,,,410445.0
Albania,ALB,1820,,,437000.0
Albania,ALB,1850,,,500000.0
Albania,ALB,1870,,,603000.0
Albania,ALB,1890,,,726000.0
Albania,ALB,1900,,,800000.0
Albania,ALB,1910,,,874000.0
Albania,ALB,1913,,,898000.0
Albania,ALB,1920,,,932000.0
Albania,ALB,1921,,,937000.0
Albania,ALB,1922,,,942000.0
Albania,ALB,1923,,,947000.0
Albania,ALB,1924,,,952000.0
Albania,ALB,1925,,,956000.0
Albania,ALB,1926,,,962000.0
Albania,ALB,1927,,,967000.0
Albania,ALB,1928,,,972000.0
Albania,ALB,1929,,,977000.0
Albania,ALB,1930,,,982000.0
Albania,ALB,1931,,,988000.0
Albania,ALB,1932,,,993000.0
Albania,ALB,1933,,,998000.0
Albania,ALB,1934,,,1003000.0
Albania,ALB,1935,,,1009000.0
Albania,ALB,1936,,,1014000.0
Albania,ALB,1937,,,1030000.0
Albania,ALB,1938,,,1040000.0
Albania,ALB,1939,,,1070000.0
Albania,ALB,1940,,,1088000.0
Albania,ALB,1941,,,1100000.0
Albania,ALB,1942,,,1117000.0
Albania,ALB,1943,,,1119000.0
Albania,ALB,1944,,,1122000.0
Albania,ALB,1945,,,1138000.0
Albania,ALB,1946,,,1154000.0
Albania,ALB,1947,,,1175000.0
Albania,ALB,1948,,,1192000.0
Albania,ALB,1949,,,1209000.0
Albania,ALB,1950,,,1215002.0
Albania,ALB,1951,,,1239971.0
Albania,ALB,1952,,,1269302.0
Albania,ALB,1953,,,1302536.0
Albania,ALB,1954,,,1339240.0
Albania,ALB,1955,,,1378998.0
Albania,ALB,1956,,,1421417.0
Albania,ALB,1957,,,1466124.0
Albania,ALB,1958,,,1512765.0
Albania,ALB,1959,,,1561012.0
Albania,ALB,1960,,,1610565.0
Albania,ALB,1961,,,1661158.0
Albania,ALB,1962,,,1712563.0
Albania,ALB,1963,,,1764593.0
Albania,ALB,1964,,,1817098.0
Albania,ALB,1965,,,1869942.0
Albania,ALB,1966,,,1922993.0
Albania,ALB,1967,,,1976140.0
Albania,ALB,1968,,,2029314.0
Albania,ALB,1969,,,2082474.0
Albania,ALB,1970,,,2135599.0
Albania,ALB,1971,,,2188650.0
Albania,ALB,1972,,,2241623.0
Albania,ALB,1973,,,2294578.0
Albania,ALB,1974,,,2347607.0
Albania,ALB,1975,,,2400801.0
Albania,ALB,1976,,,2454255.0
Albania,ALB,1977,,,2508026.0
Albania,ALB,1978,,,2562121.0
Albania,ALB,1979,,,2616530.0
Albania,ALB,1980,,,2671300.0
Albania,ALB,1981,,,2725029.0
Albania,ALB,1982,,,2777592.0
Albania,ALB,1983,,,2831682.0
Albania,ALB,1984,,,2891004.0
Albania,ALB,1985,,,2957390.0
Albania,ALB,1986,,,3033393.0
Albania,ALB,1987,,,3116009.0
Albania,ALB,1988,,,3194854.0
Albania,ALB,1989,,,3255859.0
Albania,ALB,1990,,,3289483.0
Albania,ALB,1991,,,3291695.0
Albania,ALB,1992,,,3266983.0
Albania,ALB,1993,,,3224901.0
Albania,ALB,1994,,,3179442.0
Albania,ALB,1995,,,3141102.0
Albania,ALB,1996,,,3112597.0
Albania,ALB,1997,,,3091902.0
Albania,ALB,1998,,,3079037.0
Albania,ALB,1999,,,3072725.0
Albania,ALB,2000,,,3071856.0
Albania,ALB,2001,,,3077378.0
Albania,ALB,2002,,,3089778.0
Albania,ALB,2003,,,3106701.0
Albania,ALB,2004,,,3124861.0
Albania,ALB,2005,,,3141800.0
Albania,ALB,2006,,,3156607.0
Albania,ALB,2007,,,3169665.0
Albania,ALB,2008,,,3181397.0
Albania,ALB,2009,,,3192723.0
Albania,ALB,2010,29705.0,2530533.0,3204284.0
Albania,ALB,2011,,,3215988.0
Albania,ALB,2012,,,3227373.0
Albania,ALB,2013,,,3238316.0
Algeria,DZA,1700,,,1750000.0
Algeria,DZA,1800,,,2503218.0
Algeria,DZA,1820,,,2689000.0
Algeria,DZA,1870,,,3776000.0
Algeria,DZA,1913,,,5497000.0
Algeria,DZA,1950,,,8752997.0
Algeria,DZA,1951,,,8953373.0
Algeria,DZA,1952,,,9140990.0
Algeria,DZA,1953,,,9326099.0
Algeria,DZA,1954,,,9515990.0
Algeria,DZA,1955,,,9715002.0
Algeria,DZA,1956,,,9924347.0
Algeria,DZA,1957,,,10142284.0
Algeria,DZA,1958,,,10364614.0
Algeria,DZA,1959,,,10585506.0
Algeria,DZA,1960,,,10799997.0
Algeria,DZA,1961,,,11006643.0
Algeria,DZA,1962,,,11209845.0
Algeria,DZA,1963,,,11420845.0
Algeria,DZA,1964,,,11654905.0
Algeria,DZA,1965,,,11923002.0
Algeria,DZA,1966,,,12229853.0
Algeria,DZA,1967,,,12572629.0
Algeria,DZA,1968,,,12945462.0
Algeria,DZA,1969,,,13338918.0
Algeria,DZA,1970,,,13746185.0
Algeria,DZA,1971,,,14165889.0
Algeria,DZA,1972,,,14600659.0
Algeria,DZA,1973,,,15052371.0
Algeria,DZA,1974,,,15524137.0
Algeria,DZA,1975,,,16018195.0
Algeria,DZA,1976,,,16533323.0
Algeria,DZA,1977,,,17068212.0
Algeria,DZA,1978,,,17624756.0
Algeria,DZA,1979,,,18205468.0
Algeria,DZA,1980,,,18811199.0
Algeria,DZA,1981,,,19442423.0
Algeria,DZA,1982,,,20095648.0
Algeria,DZA,1983,,,20762767.0
Algeria,DZA,1984,,,21433070.0
Algeria,DZA,1985,,,22098298.0
Algeria,DZA,1986,,,22753511.0
Algeria,DZA,1987,,,23398470.0
Algeria,DZA,1988,,,24035237.0
Algeria,DZA,1989,,,24668100.0
Algeria,DZA,1990,,,25299182.0
Algeria,DZA,1991,,,25930560.0
Algeria,DZA,1992,,,26557969.0
Algeria,DZA,1993,,,27169903.0
Algeria,DZA,1994,,,27751086.0
Algeria,DZA,1995,,,28291591.0
Algeria,DZA,1996,,,28786855.0
Algeria,DZA,1997,,,29242917.0
Algeria,DZA,1998,,,29673694.0
Algeria,DZA,1999,,,30099010.0
Algeria,DZA,2000,,,30533827.0
Algeria,DZA,2001,,,30982214.0
Algeria,DZA,2002,,,31441848.0
Algeria,DZA,2003,,,31913462.0
Algeria,DZA,2004,,,32396048.0
Algeria,DZA,2005,,,32888449.0
Algeria,DZA,2006,,,33391954.0
Algeria,DZA,2007,,,33906605.0
Algeria,DZA,2008,,,34428028.0
Algeria,DZA,2009,,,34950168.0
Algeria,DZA,2010,520555.0,16556580.0,35468208.0
Algeria,DZA,2011,,,35980193.0
Algeria,DZA,2012,,,36485828.0
Algeria,DZA,2013,,,36983924.0
American Samoa,ASM,1700,,,7427.0
American Samoa,ASM,1800,,,8170.0
American Samoa,ASM,1850,,,8100.0
American Samoa,ASM,1900,,,5700.0
American Samoa,ASM,1912,,,7300.0
American Samoa,ASM,1920,,,8100.0
American Samoa,ASM,1930,,,10000.0
American Samoa,ASM,1940,,,13000.0
American Samoa,ASM,1950,,,18937.0
American Samoa,ASM,1951,,,19287.0
American Samoa,ASM,1952,,,19525.0
American Samoa,ASM,1953,,,19659.0
American Samoa,ASM,1954,,,19706.0
American Samoa,ASM,1955,,,19688.0
American Samoa,ASM,1956,,,19640.0
American Samoa,ASM,1957,,,19603.0
American Samoa,ASM,1958,,,19624.0
American Samoa,ASM,1959,,,19757.0
American Samoa,ASM,1960,,,20041.0
American Samoa,ASM,1961,,,20500.0
American Samoa,ASM,1962,,,21124.0
American Samoa,ASM,1963,,,21870.0
American Samoa,ASM,1964,,,22672.0
American Samoa,ASM,1965,,,23480.0
American Samoa,ASM,1966,,,24283.0
American Samoa,ASM,1967,,,25087.0
American Samoa,ASM,1968,,,25869.0
American Samoa,ASM,1969,,,26608.0
American Samoa,ASM,1970,,,27288.0
American Samoa,ASM,1971,,,27907.0
American Samoa,ASM,1972,,,28470.0
American Samoa,ASM,1973,,,28983.0
American Samoa,ASM,1974,,,29453.0
American Samoa,ASM,1975,,,29897.0
American Samoa,ASM,1976,,,30305.0
American Samoa,ASM,1977,,,30696.0
American Samoa,ASM,1978,,,31139.0
American Samoa,ASM,1979,,,31727.0
American Samoa,ASM,1980,,,32526.0
American Samoa,ASM,1981,,,33557.0
American Samoa,ASM,1982,,,34797.0
American Samoa,ASM,1983,,,36203.0
American Samoa,ASM,1984,,,37706.0
American Samoa,ASM,1985,,,39253.0
American Samoa,ASM,1986,,,40834.0
American Samoa,ASM,1987,,,42446.0
American Samoa,ASM,1988,,,44048.0
American Samoa,ASM,1989,,,45595.0
American Samoa,ASM,1990,,,47052.0
American Samoa,ASM,1991,,,48402.0
American Samoa,ASM,1992,,,49648.0
American Samoa,ASM,1993,,,50801.0
American Samoa,ASM,1994,,,51885.0
American Samoa,ASM,1995,,,52919.0
American Samoa,ASM,1996,,,53901.0
American Samoa,ASM,1997,,,54834.0
American Samoa,ASM,1998,,,55745.0
American Samoa,ASM,1999,,,56667.0
American Samoa,ASM,2000,,,57625.0
American Samoa,ASM,2001,,,58633.0
American Samoa,ASM,2002,,,59687.0
American Samoa,ASM,2003,,,60774.0
American Samoa,ASM,2004,,,61871.0
American Samoa,ASM,2005,,,62962.0
American Samoa,ASM,2006,,,64045.0
American Samoa,ASM,2007,,,65130.0
American Samoa,ASM,2008,,,66217.0
American Samoa,ASM,2009,,,67312.0
American Samoa,ASM,2010,,,68420.0
American Samoa,ASM,2011,,,69543.0
American Samoa,ASM,2012,,,70680.0
American Samoa,ASM,2013,,,71834.0
Andorra,AND,1800,,,2654.0
Andorra,AND,1820,,,2654.0
Andorra,AND,1950,,,6197.0
Andorra,AND,1951,,,6692.0
Andorra,AND,1952,,,7247.0
Andorra,AND,1953,,,7856.0
Andorra,AND,1954,,,8514.0
Andorra,AND,1955,,,9217.0
Andorra,AND,1956,,,9964.0
Andorra,AND,1957,,,10754.0
Andorra,AND,1958,,,11585.0
Andorra,AND,1959,,,12460.0
Andorra,AND,1960,,,13377.0
Andorra,AND,1961,,,14337.0
Andorra,AND,1962,,,15337.0
Andorra,AND,1963,,,16373.0
Andorra,AND,1964,,,17438.0
Andorra,AND,1965,,,18529.0
Andorra,AND,1966,,,19640.0
Andorra,AND,1967,,,20772.0
Andorra,AND,1968,,,21931.0
Andorra,AND,1969,,,23127.0
Andorra,AND,1970,,,24364.0
Andorra,AND,1971,,,25656.0
Andorra,AND,1972,,,26997.0
Andorra,AND,1973,,,28357.0
Andorra,AND,1974,,,29688.0
Andorra,AND,1975,,,30967.0
Andorra,AND,1976,,,32156.0
Andorra,AND,1977,,,33279.0
Andorra,AND,1978,,,34432.0
Andorra,AND,1979,,,35753.0
Andorra,AND,1980,,,37328.0
Andorra,AND,1981,,,39226.0
Andorra,AND,1982,,,41390.0
Andorra,AND,1983,,,43636.0
Andorra,AND,1984,,,45702.0
Andorra,AND,1985,,,47414.0
Andorra,AND,1986,,,48653.0
Andorra,AND,1987,,,49504.0
Andorra,AND,1988,,,50236.0
Andorra,AND,1989,,,51241.0
Andorra,AND,1990,,,52773.0
Andorra,AND,1991,,,54996.0
Andorra,AND,1992,,,57767.0
Andorra,AND,1993,,,60670.0
Andorra,AND,1994,,,63111.0
Andorra,AND,1995,,,64699.0
Andorra,AND,1996,,,65227.0
Andorra,AND,1997,,,64905.0
Andorra,AND,1998,,,64246.0
Andorra,AND,1999,,,63985.0
Andorra,AND,2000,,,64634.0
Andorra,AND,2001,,,66390.0
Andorra,AND,2002,,,69043.0
Andorra,AND,2003,,,72203.0
Andorra,AND,2004,,,75292.0
Andorra,AND,2005,,,77888.0
Andorra,AND,2006,,,79874.0
Andorra,AND,2007,,,81390.0
Andorra,AND,2008,,,82577.0
Andorra,AND,2009,,,83677.0
Andorra,AND,2010,,,84864.0
Andorra,AND,2011,,,86165.0
Andorra,AND,2012,,,87518.0
Andorra,AND,2013,,,88909.0
Angola,AGO,1800,,,1567028.0
Angola,AGO,1820,,,1567028.0
Angola,AGO,1940,,,3738000.0
Angola,AGO,1950,,,4147509.0
Angola,AGO,1951,,,4219332.0
Angola,AGO,1952,,,4296534.0
Angola,AGO,1953,,,4376947.0
Angola,AGO,1954,,,4458962.0
Angola,AGO,1955,,,4541519.0
Angola,AGO,1956,,,4624143.0
Angola,AGO,1957,,,4706909.0
Angola,AGO,1958,,,4790376.0
Angola,AGO,1959,,,4875462.0
Angola,AGO,1960,,,4963068.0
Angola,AGO,1961,,,5053693.0
Angola,AGO,1962,,,5147083.0
Angola,AGO,1963,,,5242084.0
Angola,AGO,1964,,,5337063.0
Angola,AGO,1965,,,5431135.0
Angola,AGO,1966,,,5524090.0
Angola,AGO,1967,,,5617242.0
Angola,AGO,1968,,,5713156.0
Angola,AGO,1969,,,5815282.0
Angola,AGO,1970,,,5926333.0
Angola,AGO,1971,,,6047736.0
Angola,AGO,1972,,,6179685.0
Angola,AGO,1973,,,6322194.0
Angola,AGO,1974,,,6474796.0
Angola,AGO,1975,,,6637419.0
Angola,AGO,1976,,,6808850.0
Angola,AGO,1977,,,6989988.0
Angola,AGO,1978,,,7185188.0
Angola,AGO,1979,,,7400231.0
Angola,AGO,1980,,,7638420.0
Angola,AGO,1981,,,7903368.0
Angola,AGO,1982,,,8191774.0
Angola,AGO,1983,,,8491682.0
Angola,AGO,1984,,,8786652.0
Angola,AGO,1985,,,9065562.0
Angola,AGO,1986,,,9322550.0
Angola,AGO,1987,,,9562796.0
Angola,AGO,1988,,,9799680.0
Angola,AGO,1989,,,10052567.0
Angola,AGO,1990,,,10335052.0
Angola,AGO,1991,,,10653515.0
Angola,AGO,1992,,,11002910.0
Angola,AGO,1993,,,11371750.0
Angola,AGO,1994,,,11742960.0
Angola,AGO,1995,,,12105105.0
Angola,AGO,1996,,,12452725.0
Angola,AGO,1997,,,12792237.0
Angola,AGO,1998,,,13138265.0
Angola,AGO,1999,,,13511575.0
Angola,AGO,2000,,,13926373.0
Angola,AGO,2001,,,14388244.0
Angola,AGO,2002,,,14890474.0
Angola,AGO,2003,,,15419943.0
Angola,AGO,2004,,,15957460.0
Angola,AGO,2005,,,16489021.0
Angola,AGO,2006,,,17010366.0
Angola,AGO,2007,,,17525367.0
Angola,AGO,2008,,,18037964.0
Angola,AGO,2009,,,18555115.0
Angola,AGO,2010,62528.0,3790041.0,19081912.0
Angola,AGO,2011,,,19618432.0
Angola,AGO,2012,,,20162517.0
Angola,AGO,2013,,,20714494.0
Anguilla,AIA,1800,,,2025.0
Anguilla,AIA,1820,,,2025.0
Anguilla,AIA,1950,,,5121.0
Anguilla,AIA,1951,,,5297.0
Anguilla,AIA,1952,,,5438.0
Anguilla,AIA,1953,,,5549.0
Anguilla,AIA,1954,,,5635.0
Anguilla,AIA,1955,,,5697.0
Anguilla,AIA,1956,,,5743.0
Anguilla,AIA,1957,,,5777.0
Anguilla,AIA,1958,,,5805.0
Anguilla,AIA,1959,,,5831.0
Anguilla,AIA,1960,,,5863.0
Anguilla,AIA,1961,,,5901.0
Anguilla,AIA,1962,,,5948.0
Anguilla,AIA,1963,,,6001.0
Anguilla,AIA,1964,,,6057.0
Anguilla,AIA,1965,,,6114.0
Anguilla,AIA,1966,,,6171.0
Anguilla,AIA,1967,,,6228.0
Anguilla,AIA,1968,,,6287.0
Anguilla,AIA,1969,,,6344.0
Anguilla,AIA,1970,,,6400.0
Anguilla,AIA,1971,,,6454.0
Anguilla,AIA,1972,,,6506.0
Anguilla,AIA,1973,,,6554.0
Anguilla,AIA,1974,,,6596.0
Anguilla,AIA,1975,,,6630.0
Anguilla,AIA,1976,,,6662.0
Anguilla,AIA,1977,,,6691.0
Anguilla,AIA,1978,,,6713.0
Anguilla,AIA,1979,,,6716.0
Anguilla,AIA,1980,,,6698.0
Anguilla,AIA,1981,,,6651.0
Anguilla,AIA,1982,,,6586.0
Anguilla,AIA,1983,,,6536.0
Anguilla,AIA,1984,,,6551.0
Anguilla,AIA,1985,,,6661.0
Anguilla,AIA,1986,,,6881.0
Anguilla,AIA,1987,,,7197.0
Anguilla,AIA,1988,,,7575.0
Anguilla,AIA,1989,,,7964.0
Anguilla,AIA,1990,,,8332.0
Anguilla,AIA,1991,,,8669.0
Anguilla,AIA,1992,,,8985.0
Anguilla,AIA,1993,,,9277.0
Anguilla,AIA,1994,,,9549.0
Anguilla,AIA,1995,,,9805.0
Anguilla,AIA,1996,,,10036.0
Anguilla,AIA,1997,,,10244.0
Anguilla,AIA,1998,,,10461.0
Anguilla,AIA,1999,,,10727.0
Anguilla,AIA,2000,,,11068.0
Anguilla,AIA,2001,,,11498.0
Anguilla,AIA,2002,,,12003.0
Anguilla,AIA,2003,,,12548.0
Anguilla,AIA,2004,,,13083.0
Anguilla,AIA,2005,,,13574.0
Anguilla,AIA,2006,,,14008.0
Anguilla,AIA,2007,,,14393.0
Anguilla,AIA,2008,,,14737.0
Anguilla,AIA,2009,,,15055.0
Anguilla,AIA,2010,52.0,14561.0,15358.0
Anguilla,AIA,2011,,,15645.0
Anguilla,AIA,2012,,,15911.0
Anguilla,AIA,2013,,,16158.0
Antigua and Barbuda,ATG,1800,,,37000.0
Antigua and Barbuda,ATG,1851,,,37000.0
Antigua and Barbuda,ATG,1861,,,37000.0
Antigua and Barbuda,ATG,1871,,,35000.0
Antigua and Barbuda,ATG,1881,,,35000.0
Antigua and Barbuda,ATG,1891,,,37000.0
Antigua and Barbuda,ATG,1901,,,35000.0
Antigua and Barbuda,ATG,1911,,,32000.0
Antigua and Barbuda,ATG,1921,,,30000.0
Antigua and Barbuda,ATG,1946,,,42000.0
Antigua and Barbuda,ATG,1950,,,46301.0
Antigua and Barbuda,ATG,1951,,,48316.0
Antigua and Barbuda,ATG,1952,,,49906.0
Antigua and Barbuda,ATG,1953,,,51117.0
Antigua and Barbuda,ATG,1954,,,52002.0
Antigua and Barbuda,ATG,1955,,,52625.0
Antigua and Barbuda,ATG,1956,,,53061.0
Antigua and Barbuda,ATG,1957,,,53393.0
Antigua and Barbuda,ATG,1958,,,53711.0
Antigua and Barbuda,ATG,1959,,,54107.0
Antigua and Barbuda,ATG,1960,,,54657.0
Antigua and Barbuda,ATG,1961,,,55408.0
Antigua and Barbuda,ATG,1962,,,56362.0
Antigua and Barbuda,ATG,1963,,,57472.0
Antigua and Barbuda,ATG,1964,,,58653.0
Antigua and Barbuda,ATG,1965,,,59844.0
Antigua and Barbuda,ATG,1966,,,61032.0
Antigua and Barbuda,ATG,1967,,,62226.0
Antigua and Barbuda,ATG,1968,,,63401.0
Antigua and Barbuda,ATG,1969,,,64528.0
Antigua and Barbuda,ATG,1970,,,65587.0
Antigua and Barbuda,ATG,1971,,,66554.0
Antigua and Barbuda,ATG,1972,,,67419.0
Antigua and Barbuda,ATG,1973,,,68182.0
Antigua and Barbuda,ATG,1974,,,68848.0
Antigua and Barbuda,ATG,1975,,,69420.0
Antigua and Barbuda,ATG,1976,,,69910.0
Antigua and Barbuda,ATG,1977,,,70301.0
Antigua and Barbuda,ATG,1978,,,70533.0
Antigua and Barbuda,ATG,1979,,,70525.0
Antigua and Barbuda,ATG,1980,,,70228.0
Antigua and Barbuda,ATG,1981,,,69639.0
Antigua and Barbuda,ATG,1982,,,68803.0
Antigua and Barbuda,ATG,1983,,,67792.0
Antigua and Barbuda,ATG,1984,,,66701.0
Antigua and Barbuda,ATG,1985,,,65614.0
Antigua and Barbuda,ATG,1986,,,64539.0
Antigua and Barbuda,ATG,1987,,,63510.0
Antigua and Barbuda,ATG,1988,,,62669.0
Antigua and Barbuda,ATG,1989,,,62192.0
Antigua and Barbuda,ATG,1990,,,62202.0
Antigua and Barbuda,ATG,1991,,,62754.0
Antigua and Barbuda,ATG,1992,,,63802.0
Antigua and Barbuda,ATG,1993,,,65238.0
Antigua and Barbuda,ATG,1994,,,66895.0
Antigua and Barbuda,ATG,1995,,,68642.0
Antigua and Barbuda,ATG,1996,,,70450.0
Antigua and Barbuda,ATG,1997,,,72322.0
Antigua and Barbuda,ATG,1998,,,74190.0
Antigua and Barbuda,ATG,1999,,,75985.0
Antigua and Barbuda,ATG,2000,,,77656.0
Antigua and Barbuda,ATG,2001,,,79165.0
Antigua and Barbuda,ATG,2002,,,80507.0
Antigua and Barbuda,ATG,2003,,,81716.0
Antigua and Barbuda,ATG,2004,,,82838.0
Antigua and Barbuda,ATG,2005,,,83916.0
Antigua and Barbuda,ATG,2006,,,84952.0
Antigua and Barbuda,ATG,2007,,,85935.0
Antigua and Barbuda,ATG,2008,,,86881.0
Antigua and Barbuda,ATG,2009,,,87802.0
Antigua and Barbuda,ATG,2010,1253.0,66843.0,88710.0
Antigua and Barbuda,ATG,2011,,,89612.0
Antigua and Barbuda,ATG,2012,,,90510.0
Antigua and Barbuda,ATG,2013,,,91404.0
Argentina,ARG,1800,,,534000.0
Argentina,ARG,1820,,,534000.0
Argentina,ARG,1850,,,1100000.0
Argentina,ARG,1870,,,1796000.0
Argentina,ARG,1890,,,3376000.0
Argentina,ARG,1900,,,4693000.0
Argentina,ARG,1901,,,4873000.0
Argentina,ARG,1902,,,5060000.0
Argentina,ARG,1903,,,5254000.0
Argentina,ARG,1904,,,5455000.0
Argentina,ARG,1905,,,5664000.0
Argentina,ARG,1906,,,5881000.0
Argentina,ARG,1907,,,6107000.0
Argentina,ARG,1908,,,6341000.0
Argentina,ARG,1909,,,6584000.0
Argentina,ARG,1910,,,6836000.0
Argentina,ARG,1911,,,7098000.0
Argentina,ARG,1912,,,7370000.0
Argentina,ARG,1913,,,7653000.0
Argentina,ARG,1914,,,7885000.0
Argentina,ARG,1915,,,8072000.0
Argentina,ARG,1916,,,8226000.0
Argentina,ARG,1917,,,8374000.0
Argentina,ARG,1918,,,8518000.0
Argentina,ARG,1919,,,8672000.0
Argentina,ARG,1920,,,8861000.0
Argentina,ARG,1921,,,9092000.0
Argentina,ARG,1922,,,9368000.0
Argentina,ARG,1923,,,9707000.0
Argentina,ARG,1924,,,10054000.0
Argentina,ARG,1925,,,10358000.0
Argentina,ARG,1926,,,10652000.0
Argentina,ARG,1927,,,10965000.0
Argentina,ARG,1928,,,11282000.0
Argentina,ARG,1929,,,11592000.0
Argentina,ARG,1930,,,11896000.0
Argentina,ARG,1931,,,12167000.0
Argentina,ARG,1932,,,12402000.0
Argentina,ARG,1933,,,12623000.0
Argentina,ARG,1934,,,12834000.0
Argentina,ARG,1935,,,13044000.0
Argentina,ARG,1936,,,13260000.0
Argentina,ARG,1937,,,13490000.0
Argentina,ARG,1938,,,13724000.0
Argentina,ARG,1939,,,13984000.0
Argentina,ARG,1940,,,14169000.0
Argentina,ARG,1941,,,14402000.0
Argentina,ARG,1942,,,14638000.0
Argentina,ARG,1943,,,14877000.0
Argentina,ARG,1944,,,15130000.0
Argentina,ARG,1945,,,15390000.0
Argentina,ARG,1946,,,15654000.0
Argentina,ARG,1947,,,15942000.0
Argentina,ARG,1948,,,16307000.0
Argentina,ARG,1949,,,16737000.0
Argentina,ARG,1950,,,17150335.0
Argentina,ARG,1951,,,17506378.0
Argentina,ARG,1952,,,17865382.0
Argentina,ARG,1953,,,18223955.0
Argentina,ARG,1954,,,18579614.0
Argentina,ARG,1955,,,18930778.0
Argentina,ARG,1956,,,19276813.0
Argentina,ARG,1957,,,19617988.0
Argentina,ARG,1958,,,19955368.0
Argentina,ARG,1959,,,20290620.0
Argentina,ARG,1960,,,20625451.0
Argentina,ARG,1961,,,20961000.0
Argentina,ARG,1962,,,21297317.0
Argentina,ARG,1963,,,21633126.0
Argentina,ARG,1964,,,21966478.0
Argentina,ARG,1965,,,22296628.0
Argentina,ARG,1966,,,22622012.0
Argentina,ARG,1967,,,22944941.0
Argentina,ARG,1968,,,23273148.0
Argentina,ARG,1969,,,23616971.0
Argentina,ARG,1970,,,23983358.0
Argentina,ARG,1971,,,24376109.0
Argentina,ARG,1972,,,24791983.0
Argentina,ARG,1973,,,25222223.0
Argentina,ARG,1974,,,25654154.0
Argentina,ARG,1975,,,26078731.0
Argentina,ARG,1976,,,26492716.0
Argentina,ARG,1977,,,26899177.0
Argentina,ARG,1978,,,27303001.0
Argentina,ARG,1979,,,27711808.0
Argentina,ARG,1980,,,28131040.0
Argentina,ARG,1981,,,28561561.0
Argentina,ARG,1982,,,29001060.0
Argentina,ARG,1983,,,29447973.0
Argentina,ARG,1984,,,29899743.0
Argentina,ARG,1985,,,30354240.0
Argentina,ARG,1986,,,30810984.0
Argentina,ARG,1987,,,31269799.0
Argentina,ARG,1988,,,31729130.0
Argentina,ARG,1989,,,32187173.0
Argentina,ARG,1990,,,32642442.0
Argentina,ARG,1991,,,33093579.0
Argentina,ARG,1992,,,33540023.0
Argentina,ARG,1993,,,33982035.0
Argentina,ARG,1994,,,34420352.0
Argentina,ARG,1995,,,34855160.0
